n_total,n_malicious,frac_malicious,median_p50_err_pct,median_p95_err_pct,mean_p50_err_pct,mean_p95_err_pct
7,0,0.0,0.015551957142857143,0.04606060000000001,0.013366414285714286,0.03793677
7,1,0.14285714285714285,0.017899442857142858,0.05171861000000001,1.0008290857142856,1.6423730314285716
7,2,0.2857142857142857,0.02134717142857143,0.06279898000000002,1.0870170857142858,2.771718352857143
7,3,0.42857142857142855,0.027864657142857144,0.08363239285714287,1.314396142857143,3.600984268571429
7,4,0.5714285714285714,0.03715074285714286,4.072212541428572,1.517508257142857,4.21965969
7,5,0.7142857142857143,0.06373601428571429,6.536584782857145,1.6696186571428573,4.635883958571429
7,6,0.8571428571428571,3.125763428571428,7.564600654285716,1.8389547,5.193696905714286
7,7,1.0,4.371859842857143,8.193130411428573,1.949119657142857,5.599144990000002
